order_id,pincode,latitude,longitude,extraction_status
206666,500057,17.4027348,78.4472835,reverse_geocoded
206667,500041,17.4196115,78.4635433,success
206668,500089,17.3894918,78.3554792,success
206669,500082,17.429479100000002,78.4488951,success
206670,500039,17.3895066,78.5499169,success
206671,500096,17.4015194,78.4190573,reverse_geocoded
206672,500039,17.3996127,78.570522,success
206673,500089,17.3932101,78.3877644,reverse_geocoded
206674,500064,17.3624,78.441274,success
206675,500073,17.4359011,78.4401081,success
206676,500048,17.3777316,78.4105275,reverse_geocoded
206677,500089,17.3953866,78.3550526,success
206678,500003,17.4195973,78.4639796,success
206679,500004,17.395547,78.46027,success
206680,500008,17.4024992,78.3938129,success
206681,500013,17.3920179,78.5162559,reverse_geocoded
206682,500020,17.416691,78.5035682,success
206683,500052,17.3271238,78.42788,reverse_geocoded
206684,500082,17.4292893,78.4467763,success
206685,500030,17.3319699,78.4028614,success
206686,500018,17.4605457,78.4488318,success
206687,500018,17.4544071,78.4118937,success
206688,500093,17.3572204,78.4038955,success
206689,500045,17.4326726,78.4245059,success
206690,500034,17.4088271,78.4319253,success
206691,500086,17.347283,78.3793246,success
206692,500023,17.3628755,78.4965366,success
206693,500061,17.420310100000002,78.5131128,success
206694,500008,17.3754607,78.4187708,success
206695,500023,17.3865419,78.449313,reverse_geocoded
206696,500084,17.4797987,78.3646309,success
206698,500045,17.4333897,78.421785,success
206699,500016,17.4467914,78.4599863,success
206700,500032,17.4037269,78.3425412,success
206701,500045,17.441921,78.428825,success
206702,500084,17.4701371,78.3544518,success
206703,500048,17.3647649,78.42613,success
206704,500052,17.3436314,78.4247435,reverse_geocoded
206705,500045,17.4325895,78.4275865,reverse_geocoded
206706,500052,17.3436314,78.4247435,reverse_geocoded
206707,500052,17.3436314,78.4247435,reverse_geocoded
206708,500039,17.402952,78.5709976,success
206709,500028,17.3887833,78.429276,success
206710,500028,17.3887833,78.429276,success
